max_pressure
0,0,0,0,0,0,0,0,0,0,0.01553895
0,0,0,0,0,0,0,0,0,0,0.03107791
0,0,0,0,0,0,0,0,0,0,0.05107791
0,0,0,0,0,0,0,0,0,0,0.0780826
0,0,0,0,0,0,0,0,0,0,0.09139512
0,0,0,0,0,0,0,0,0,0,0.1099832
0,0,0,0,0,0,0,0,0,0,0.1245761
0,0,0,0,0,0,0,0,0,0,0.1430716
0,0,0,0,0,0,0,0,0,0,0.1579462
0,0,0,0,0,0,0,0,0,0,0.1768256
0,0,0,0,0,0,0,0,0,0,0.1914196
0,0,0,0,0,0,0,0,0,0,0.2098963
0,0,0,0,0,0,0,0,0,0,0.2248365
0,0,0,0,0,0,0,0,0,0,0.243113
0,0,0,0,0,0,0,0,0,0,0.257966
0,0,0,0,0,0,0,0,0,0,0.2770026
0,0,0,0,0,0,0,0,0,0,0.2914925
0,0,0,0,0,0,0,0,0,0,0.3109859
0,0,0,0,0,0,0,0,0,0,0.3246892
0,0,0,0,0,0,0,0,0,0,0.3430026
0,0,0,0,0,0,0,0,0,0,0.3580831
0,0,0,0,0,0,0,0,0,0,0.3769898
0,0,0,0,0,0,0,0,0,0,0.3920987
0,0,0,0,0,0,0,0,0,0,0.4098929
0,0,0,0,0,0,0,0,0,0,0.424756
0,0,0,0,0,0,0,0,0,0,0.4431231
0,0,0,0,0,0,0,0,0,0,0.4579904
0,0,0,0,0,0,0,0,0,0,0.4768252
0,0,0,0,0,0,0,0,0,0,0.4913635
0,0,0,0,0,0,0,0,0,0,0.5097229
0,0,0,0,0,0,0,0,0,0,0.5246167
0,0,0,0,0,0,0,0,0,0,0.5430953
0,0,0,0,0,0,0,0,0,0,0.5581527
0,0,0,0,0,0,0,0,0,0,0.5755119
0,0,0,0,0,0,0,0,0,0,0.5915819
0,0,0,0,0,0,0,0,0,0,0.6100678
0,0,0,0,0,0,0,0,0,0,0.6247948
0,0,0,0,0,0,0,0,0,0,0.6428607
0,0,0,0,0,0,0,0,0,0,0.65807
0,0,0,0,0,0,0,0,0,0,0.6769059
0,0,0,0,0,0,0,0,0,0,0.6914512
0,0,0,0,0,0,0,0,0,0,0.7099321
0,0,0,0,0,0,0,0,0,0,0.7245938
0,0,0,0,0,0,0,0,0,0,0.743042
0,0,0,0,0,0,0,0,0,0,0.757515
0,0,0,0,0,0,0,0,0,0,0.7768098
0,0,0,0,0,0,0,0,0,0,0.7914507
0,0,0,0,0,0,0,0,0,0,0.809934
0,0,0,0,0,0,0,0,0,0,0.8240169
0,0,0,0,0,0,0,0,0,0,0.8430608
0,0,0,0,0,0,0,0,0,0,0.8576398
0,0,0,0,0,0,0,0,0,0,0.8773204
0,0,0,0,0,0,0,0,0,0,0.8912297
0,0,0,0,0,0,0,0,0,0,0.9092103
0,0,0,0,0,0,0,0,0,0,0.9256626
0,0,0,0,0,0,0,0,0,0,0.9430549
0,0,0,0,0,0,0,0,0,0,0.9585313
0,0,0,0,0,0,0,0,0,0,0.9767351
0,0,0,0,0,0,0,0,0,0,0.9916765
0,0,0,0,0,0,0,0,0,0,1.010009
0,0,0,0,0,0,0,0,0,0,1.024587
0,0,0,0,0,0,0,0,0,0,1.043904
0,0,0,0,0,0,0,0,0,0,1.057852
0,0,0,0,0,0,0,0,0,0,1.075787
0,0,0,0,0,0,0,0,0,0,1.092414
0,0,0,0,0,0,0,0,0,0,1.110167
0,0,0,0,0,0,0,0,0,0,1.125384
0,0,0,0,0,0,0,0,0,0,1.142886
0,0,0,0,0,0,0,0,0,0,1.158717
0,0,0,0,0,0,0,0,0,0,1.177287
0,0,0,0,0,0,0,0,0,0,1.191431
0,0,0,0,0,0,0,0,0,0,1.210127
0,0,0,0,0,0,0,0,0,0,1.224077
0,0,0,0,0,0,0,0,0,0,1.244048
0,0,0,0,0,0,0,0,0,0,1.258002
