accX,accY,accZ,gyrX,gyrY,gyrZ,cmpX,cmpY,cmpZ,fr1,fr2,fr3,fr4,fr5,fl1,fl2,fl3,fl4,fl5,time
left_to_right
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.57991
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.59648
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.61307
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.62972
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.64647
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66311
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6798
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6966
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7131
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.72972
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7465
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76314
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.77993
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.79652
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.81306
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.82971
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.84649
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.86354
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.88132
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.89631
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.91404
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.92989
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.94631
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.96307
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.97964
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.99632
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.01307
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.02968
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.04639
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.06323
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.07972
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.09635
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.11292
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.12964
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.14646
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.16297
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.17958
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.19627
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.21293
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.22956
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.24638
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26298
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2796
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.29624
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.31285
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3296
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.34622
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.36285
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.37949
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3964
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.41291
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.42956
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.44641
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.46318
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.47972
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.49624
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5128
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.52966
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5463
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.56284
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.57967
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.59632
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.613
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.62966
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.64615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.66294
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.67983
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6963
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.71292
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.72979
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.74615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.76281
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.77954
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.79614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.81285
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.82947
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.84617
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.86272
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8809
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.89607
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.91272
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.92943
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9464
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.96307
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.97935
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.99621
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.01268
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.02939
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.04614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.06268
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.07951
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0961
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.11268
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.12931
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.14593
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.16257
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.17937
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.19594
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.21278
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.22935
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.24602
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2626
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.27935
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.29602
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.31254
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.32925
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3459
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.36266
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.38311
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.40779
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.42663
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.43788
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.44875
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.46261
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.47951
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.49635
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.51258
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.52924
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.54585
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5625
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.57914
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.59586
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6126
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6293
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.64588
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.66244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.67916
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.69576
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.71251
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.72914
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.74579
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.76249
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.77926
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.79574
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.81249
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.82919
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.84576
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.86263
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.88033
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.89588
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.91434
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9291
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.94692
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.96744
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.98131
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.99581
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0123
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.02892
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0458
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.06231
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.07907
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.09642
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.11705
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.12975
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.14571
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.16222
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1789
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.19576
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.21227
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2289
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.24561
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.26233
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.27903
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2956
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.31235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3291
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.34563
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.36227
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.37895
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.39577
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.41227
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.42975
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.45207
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.47526
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.49852
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.51658
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.53025
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.54233
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.55374
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.56369
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.57881
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.59549
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.61246
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.62887
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.64554
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.66212
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67883
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.69561
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.71214
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.72882
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.74546
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7621
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.77906
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.79547
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.81215
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.82889
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.84556
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.86218
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.88081
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.89567
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.91216
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.92871
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.94552
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.96203
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.97872
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.99536
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.01199
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.02904
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.04522
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.06208
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.07877
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0954
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.11213
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.12875
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.14528
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.16198
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.17869
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.19543
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.21201
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.22859
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.24532
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26192
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.27861
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.29527
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.31186
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.32866
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.34524
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3651
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38305
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.39513
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.41189
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.42867
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.44531
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.46217
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.47875
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.49539
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.51211
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.52864
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.54522
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.56223
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.57862
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5954
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.61193
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6287
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6455
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6623
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.67877
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.69568
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7118
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.72836
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.74536
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.76186
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.77859
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.79527
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.81186
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82868
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.84527
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8619
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.88027
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.89525
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9133
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.92857
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.94528
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.96182
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.97856
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.99513
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.01184
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.02848
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.04529
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.06189
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0785
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.09497
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.11175
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.12848
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.145
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.16185
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1783
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.19497
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.21162
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.22926
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.25241
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.27493
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.28765
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29834
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.31173
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.32845
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.34493
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.36172
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.37835
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.39504
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.41545
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.43286
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.44501
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.46154
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4783
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.49487
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.51155
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52827
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.54491
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.56159
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.57823
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.59486
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6115
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.62827
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.64482
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66161
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67813
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.69494
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.71148
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.72809
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.74483
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.76215
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.78237
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.80247
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.82338
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.84582
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8744
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.89005
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.90442
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.91624
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.928
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.94472
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.96137
