pitch,roll,yaw,time
123.75,0,-3.324423,1.861879
123.75,0,-3.329165,1.893577
123.75,0,-3.333908,1.927812
123.75,0,-3.33865,1.962939
123.75,0,-3.343393,1.996748
123.75,0,-3.348135,2.031788
123.75,0,-3.352877,2.065782
123.75,0,-3.35762,2.109102
123.75,0,-3.362362,2.147698
123.75,0,-3.367105,2.173396
123.75,0,-3.371847,2.203871
123.75,0,-3.376589,2.239386
123.75,0,-3.381332,2.278695
123.75,0,-3.386074,2.310802
123.75,0,-3.390816,2.341925
123.75,0,-3.395559,2.377397
123.75,0,-3.400301,2.410689
123.75,0,-3.405044,2.45307
123.75,0,-3.409786,2.48549
123.75,0,-3.414528,2.513107
123.75,0,-3.419271,2.554923
123.75,0,-3.424013,2.58235
123.75,0,-3.428756,2.626063
123.75,0,-3.433498,2.657289
123.75,0,-3.43824,2.684139
123.75,0,-3.442983,2.723141
123.75,0,-3.447725,2.755983
123.75,0,-3.452467,2.797809
123.75,0,-3.45721,2.825804
123.75,0,-3.461952,2.861341
123.75,0,-3.466695,2.895891
123.75,0,-3.471437,2.931444
123.75,0,-3.476179,2.975307
123.75,0,-3.480922,3.004151
123.75,0,-3.485664,3.034446
123.75,0,-3.490407,3.068299
pitch,roll,yaw,time
right_to_left
123.75,0,-3.495149,0.06703105
123.75,0,-3.499891,0.1340621
123.75,0,-3.504634,0.1540621
123.75,0,-3.509376,0.1914054
123.75,0,-3.514118,0.2175639
123.75,0,-3.518861,0.2476365
123.75,0,-3.523603,0.2790401
123.75,0,-3.528346,0.3174136
123.75,0,-3.533088,0.3583329
123.75,0,-3.53783,0.3848116
123.75,0,-3.542573,0.4212306
123.75,0,-3.547315,0.4586534
123.75,0,-3.552058,0.4896118
123.75,0,-3.5568,0.5290596
123.75,0,-3.561542,0.5574331
123.75,0,-3.566285,0.5981773
123.75,0,-3.571027,0.6312095
123.75,0,-3.575769,0.6617876
123.75,0,-3.580512,0.7027691
123.75,0,-3.585254,0.7299475
123.75,0,-3.589997,0.7624826
123.75,0,-3.594739,0.8046649
123.75,0,-3.599481,0.8386926
123.75,0,-3.604224,0.8685818
123.75,0,-3.608966,0.9007422
123.75,0,-3.613708,0.9362895
123.75,0,-3.618451,0.9710074
123.75,0,-3.623193,1.004169
123.75,0,-3.627936,1.039575
123.75,0,-3.632678,1.076684
123.75,0,-3.63742,1.107051
123.75,0,-3.642163,1.148682
123.75,0,-3.646905,1.17663
123.75,0,-3.651648,1.21332
123.75,0,-3.65639,1.248555
123.75,0,-3.661132,1.278719
123.75,0,-3.665875,1.317492
123.75,0,-3.670617,1.357378
123.75,0,-3.675359,1.388742
123.75,0,-3.680102,1.54135
123.75,0,-3.684844,1.566484
123.75,0,-3.689587,1.590983
123.75,0,-3.694329,1.618569
123.75,0,-3.699071,1.647531
123.75,0,-3.703814,1.688592
123.75,0,-3.708556,1.721473
123.75,0,-3.713299,1.753784
123.75,0,-3.718041,1.78661
123.75,0,-3.722783,1.820127
123.75,0,-3.727526,1.860432
123.75,0,-3.732268,1.889799
123.75,0,-3.73701,1.93191
123.75,0,-3.741753,1.959713
123.75,0,-3.746495,1.993674
123.75,0,-3.751238,2.034625
123.75,0,-3.75598,2.070036
123.75,0,-3.760722,2.100438
123.75,0,-3.765465,2.129474
123.75,0,-3.770207,2.161227
123.75,0,-3.77495,2.195222
123.75,0,-3.779692,2.23341
123.75,0,-3.784434,2.265565
123.75,0,-3.789177,2.305879
123.75,0,-3.793919,2.338556
123.75,0,-3.798661,2.367178
123.75,0,-3.803404,2.409939
123.75,0,-3.808146,2.441689
123.75,0,-3.812889,2.468504
123.75,0,-3.817631,2.508385
123.75,0,-3.822373,2.538026
123.75,0,-3.827116,2.577435
123.75,0,-3.831858,2.608284
123.75,0,-3.836601,2.638698
123.75,0,-3.841343,2.678477
123.75,0,-3.846085,2.70752
pitch,roll,yaw,time
left_to_right
123.75,0,-11.78997,0.02859985
123.75,0,-11.79471,0.05719971
123.75,0,-11.79945,0.0771997
123.75,0,-11.8042,0.1091883
123.75,0,-11.80894,0.1370075
123.75,0,-11.81368,0.1666516
123.75,0,-11.81843,0.1954959
123.75,0,-11.82317,0.224299
123.75,0,-11.82791,0.2622062
123.75,0,-11.83265,0.2933821
123.75,0,-11.8374,0.323082
123.75,0,-11.84214,0.3647775
123.75,0,-11.84688,0.3995922
123.75,0,-11.85162,0.4333762
123.75,0,-11.85637,0.4618324
123.75,0,-11.86111,0.5021577
123.75,0,-11.86585,0.531909
123.75,0,-11.87059,0.5629431
123.75,0,-11.87534,0.603502
123.75,0,-11.88008,0.6377099
123.75,0,-11.88482,0.6733258
123.75,0,-11.88956,0.7018757
123.75,0,-11.89431,0.7425346
123.75,0,-11.89905,0.7719311
123.75,0,-11.90379,0.8121461
123.75,0,-11.90854,0.846186
123.75,0,-11.91328,0.8808661
123.75,0,-11.91802,0.9134994
123.75,0,-11.92276,0.9438061
123.75,0,-11.92751,0.9764047
123.75,0,-11.93225,1.017691
pitch,roll,yaw,time
right_to_left
123.75,0,-11.93699,0.03342732
123.75,0,-11.94173,0.06685465
123.75,0,-11.94648,0.08685465
123.75,0,-11.95122,0.1186822
123.75,0,-11.95596,0.15471
123.75,0,-11.9607,0.1885395
123.75,0,-11.96545,0.219131
123.75,0,-11.97019,0.2473947
123.75,0,-11.97493,0.2771645
123.75,0,-11.97967,0.3114116
123.75,0,-11.98442,0.341227
123.75,0,-11.98916,0.3723695
123.75,0,-11.9939,0.4125275
123.75,0,-11.99864,0.4426123
123.75,0,-12.00339,0.4827349
123.75,0,-12.00813,0.5122116
123.75,0,-12.01287,0.551698
123.75,0,-12.01762,0.5811458
123.75,0,-12.02236,0.6213044
123.75,0,-12.0271,0.756219
123.75,0,-12.03184,0.7857964
123.75,0,-12.03659,0.8157709
123.75,0,-12.04133,0.8455933
123.75,0,-12.04607,0.8756871
123.75,0,-12.05081,0.9070528
123.75,0,-12.05556,0.9457617
123.75,0,-12.0603,0.980005
123.75,0,-12.06504,1.014593
123.75,0,-12.06978,1.048196
123.75,0,-12.07453,1.083395
123.75,0,-12.07927,1.116303
123.75,0,-12.08401,1.15078
123.75,0,-12.08875,1.185172
123.75,0,-12.0935,1.220919
123.75,0,-12.09824,1.256214
123.75,0,-12.10298,1.291798
123.75,0,-12.10773,1.327092
123.75,0,-12.11247,1.359532
123.75,0,-12.11721,1.395689
123.75,0,-12.12195,1.426288
123.75,0,-12.1267,1.459046
123.75,0,-12.13144,1.49517
123.75,0,-12.13618,1.526454
123.75,0,-12.14092,1.564899
123.75,0,-12.14567,1.604245
123.75,0,-12.15041,1.637923
123.75,0,-12.15515,1.675126
123.75,0,-12.15989,1.705549
123.75,0,-12.16464,1.744841
123.75,0,-12.16938,1.775576
123.75,0,-12.17412,1.814916
123.75,0,-12.17886,1.845696
123.75,0,-12.18361,1.885028
123.75,0,-12.18835,1.91618
123.75,0,-12.19309,1.953339
123.75,0,-12.19783,1.995911
123.75,0,-12.20258,2.029132
123.75,0,-12.20732,2.067161
123.75,0,-12.21206,2.105139
123.75,0,-12.21681,2.143034
123.75,0,-12.22155,2.17885
123.75,0,-12.22629,2.2674
123.75,0,-12.23103,2.305489
123.75,0,-12.23578,2.346746
123.75,0,-12.24052,2.383918
123.75,0,-12.24526,2.423428
123.75,0,-12.25,2.458296
123.75,0,-12.25475,2.79163
123.75,0,-12.25949,2.833512
123.75,0,-12.26423,2.871445
123.75,0,-12.26897,2.906324
123.75,0,-12.27372,2.936808
123.75,0,-12.27846,2.977175
123.75,0,-12.2832,3.016852
123.75,0,-12.28794,3.04811
123.75,0,-12.29269,3.084593
123.75,0,-12.29743,3.117562
123.75,0,-12.30217,3.150698
123.75,0,-12.30692,3.183279
123.75,0,-12.31166,3.215738
123.75,0,-12.3164,3.248367
123.75,0,-12.32114,3.282789
123.75,0,-12.32589,3.316556
123.75,0,-12.33063,3.350461
123.75,0,-12.33537,3.383697
123.75,0,-12.34011,3.417198
123.75,0,-12.34486,3.45027
123.75,0,-12.3496,3.482979
123.75,0,-12.35434,3.52148
123.75,0,-12.35908,3.554144
123.75,0,-12.36383,3.587445
123.75,0,-12.36857,3.624766
123.75,0,-12.37331,3.660644
123.75,0,-12.37805,3.697745
123.75,0,-12.3828,3.735997
123.75,0,-12.38754,3.775388
123.75,0,-12.39228,3.8153
123.75,0,-12.39703,3.854414
123.75,0,-12.40177,3.89515
123.75,0,-12.40651,4.013139
pitch,roll,yaw,time
left_to_right
123.75,0,-35.14354,0.001630419
123.75,0,-35.14828,0.003260838
123.75,0,-35.15302,0.02326084
123.75,0,-35.15776,0.03889461
123.75,0,-35.1625,0.05518813
123.75,0,-35.16724,0.07089223
123.75,0,-35.17199,0.08612106
123.75,0,-35.17673,0.1061855
123.75,0,-35.18147,0.1219903
123.75,0,-35.18621,0.138797
123.75,0,-35.19095,0.1569489
123.75,0,-35.19569,0.1730058
123.75,0,-35.20044,0.1908428
123.75,0,-35.20518,0.2075255
123.75,0,-35.20992,0.223275
123.75,0,-35.21466,0.2396811
123.75,0,-35.2194,0.2574186
123.75,0,-35.22414,0.2721125
123.75,0,-35.22889,0.2880125
123.75,0,-35.23363,0.3050456
123.75,0,-35.23837,0.3203108
123.75,0,-35.24311,0.3371945
123.75,0,-35.24785,0.3529614
123.75,0,-35.25259,0.3677316
123.75,0,-35.25734,0.384101
123.75,0,-35.26208,0.4020755
123.75,0,-35.26682,0.4167994
123.75,0,-35.27156,0.4340044
123.75,0,-35.2763,0.4497018
123.75,0,-35.28104,0.4656694
123.75,0,-35.28579,0.4835984
123.75,0,-35.29053,0.4999734
123.75,0,-35.29527,0.5155953
123.75,0,-35.30001,0.5331202
123.75,0,-35.30475,0.5494825
123.75,0,-35.30949,0.5683585
123.75,0,-35.31424,0.5878634
123.75,0,-35.31898,0.6052366
123.75,0,-35.32372,0.6187628
123.75,0,-35.32846,0.6351547
123.75,0,-35.3332,0.6497474
123.75,0,-35.33794,0.6648728
123.75,0,-35.34269,0.680518
123.75,0,-35.34743,0.6949334
123.75,0,-35.35217,0.7099848
123.75,0,-35.35691,0.7250271
123.75,0,-35.36165,0.7416225
123.75,0,-35.36639,0.7591178
123.75,0,-35.37114,0.774618
123.75,0,-35.37588,0.790106
123.75,0,-35.38062,0.806509
123.75,0,-35.38536,0.8214502
123.75,0,-35.3901,0.8374265
123.75,0,-35.39484,0.8604223
123.75,0,-35.39959,0.8792967
123.75,0,-35.40433,0.908811
123.75,0,-35.40907,0.9401733
123.75,0,-35.41381,0.9693834
123.75,0,-35.41855,0.9855991
123.75,0,-35.42329,1.00107
123.75,0,-35.42804,1.018096
123.75,0,-35.43278,1.047352
123.75,0,-35.43752,1.066113
123.75,0,-35.44226,1.083931
123.75,0,-35.447,1.103468
123.75,0,-35.45174,1.123123
123.75,0,-35.45649,1.142627
123.75,0,-35.46123,1.167606
123.75,0,-35.46597,1.192185
123.75,0,-35.47071,1.209405
123.75,0,-35.47545,1.227092
123.75,0,-35.48019,1.244612
123.75,0,-35.48494,1.263749
123.75,0,-35.48968,1.281444
123.75,0,-35.49442,1.298891
123.75,0,-35.49916,1.315283
123.75,0,-35.5039,1.33331
123.75,0,-35.50864,1.351706
123.75,0,-35.51339,1.369222
123.75,0,-35.51813,1.387218
123.75,0,-35.52287,1.401922
123.75,0,-35.52761,1.419144
123.75,0,-35.53235,1.435411
123.75,0,-35.53709,1.451903
123.75,0,-35.54184,1.46694
123.75,0,-35.54658,1.483787
123.75,0,-35.55132,1.501158
123.75,0,-35.55606,1.520391
123.75,0,-35.5608,1.53927
123.75,0,-35.56554,1.555301
123.75,0,-35.57029,1.569507
123.75,0,-35.57503,1.584182
123.75,0,-35.57977,1.598446
123.75,0,-35.58451,1.612619
123.75,0,-35.58925,1.629253
123.75,0,-35.59399,1.643546
123.75,0,-35.59874,1.661718
123.75,0,-35.60348,1.677406
123.75,0,-35.60822,1.691062
123.75,0,-35.61296,1.706598
123.75,0,-35.6177,1.720758
123.75,0,-35.62244,1.737509
123.75,0,-35.62719,1.753434
123.75,0,-35.63193,1.767906
123.75,0,-35.63667,1.783532
123.75,0,-35.64141,1.799677
123.75,0,-35.64615,1.815463
123.75,0,-35.65089,1.830846
123.75,0,-35.65564,1.846121
123.75,0,-35.66038,1.860974
123.75,0,-35.66512,1.876901
123.75,0,-35.66986,1.891839
123.75,0,-35.6746,1.908634
123.75,0,-35.67934,1.923306
123.75,0,-35.68409,1.937812
123.75,0,-35.68883,1.952209
123.75,0,-35.69357,1.967102
123.75,0,-35.69831,1.981863
123.75,0,-35.70305,1.995349
123.75,0,-35.70779,2.013364
123.75,0,-35.71254,2.026845
123.75,0,-35.71728,2.042122
123.75,0,-35.72202,2.055964
123.75,0,-35.72676,2.069887
123.75,0,-35.7315,2.084797
123.75,0,-35.73624,2.099825
123.75,0,-35.74099,2.114087
123.75,0,-35.74573,2.130351
123.75,0,-35.75047,2.145082
123.75,0,-35.75521,2.16025
123.75,0,-35.75995,2.174294
123.75,0,-35.76469,2.188028
123.75,0,-35.76944,2.202312
123.75,0,-35.77418,2.216937
123.75,0,-35.77892,2.232607
123.75,0,-35.78366,2.247548
123.75,0,-35.7884,2.263495
123.75,0,-35.79314,2.277072
123.75,0,-35.79789,2.292434
123.75,0,-35.80263,2.307032
123.75,0,-35.80737,2.321914
123.75,0,-35.81211,2.33604
123.75,0,-35.81685,2.35113
123.75,0,-35.82159,2.365172
123.75,0,-35.82634,2.379392
123.75,0,-35.83108,2.393824
123.75,0,-35.83582,2.409687
123.75,0,-35.84056,2.42485
123.75,0,-35.8453,2.440211
123.75,0,-35.85004,2.456741
123.75,0,-35.85479,2.471197
123.75,0,-35.85953,2.485859
123.75,0,-35.86427,2.498731
123.75,0,-35.86901,2.513295
123.75,0,-35.87375,2.52627
123.75,0,-35.87849,2.54037
123.75,0,-35.88324,2.554576
123.75,0,-35.88798,2.569543
123.75,0,-35.89272,2.582968
123.75,0,-35.89746,2.598843
123.75,0,-35.9022,2.613207
123.75,0,-35.90694,2.627918
123.75,0,-35.91169,2.643943
123.75,0,-35.91643,2.660174
123.75,0,-35.92117,2.674713
123.75,0,-35.92591,2.689961
123.75,0,-35.93065,2.70415
123.75,0,-35.93539,2.72032
123.75,0,-35.94014,2.735712
123.75,0,-35.94488,2.750195
123.75,0,-35.94962,2.764814
123.75,0,-35.95436,2.779623
123.75,0,-35.9591,2.794094
123.75,0,-35.96384,2.808982
123.75,0,-35.96859,2.823489
123.75,0,-35.97333,2.836459
123.75,0,-35.97807,2.851628
123.75,0,-35.98281,2.865292
123.75,0,-35.98755,2.879686
123.75,0,-35.99229,2.893899
123.75,0,-35.99704,2.90815
123.75,0,-36.00178,2.922749
123.75,0,-36.00652,2.937926
123.75,0,-36.01126,2.952275
123.75,0,-36.016,2.965775
123.75,0,-36.02074,2.980063
123.75,0,-36.02549,2.993423
123.75,0,-36.03023,3.00783
123.75,0,-36.03497,3.022506
123.75,0,-36.03971,3.037099
123.75,0,-36.04445,3.050944
123.75,0,-36.04919,3.064291
123.75,0,-36.05394,3.078196
123.75,0,-36.05868,3.094599
123.75,0,-36.06342,3.107908
123.75,0,-36.06816,3.121583
123.75,0,-36.0729,3.135775
123.75,0,-36.07764,3.152113
123.75,0,-36.08239,3.165482
123.75,0,-36.08713,3.179079
123.75,0,-36.09187,3.19651
123.75,0,-36.09661,3.213134
123.75,0,-36.10135,3.2292
123.75,0,-36.10609,3.24387
123.75,0,-36.11084,3.260128
123.75,0,-36.11558,3.276768
123.75,0,-36.12032,3.292277
123.75,0,-36.12506,3.306303
123.75,0,-36.1298,3.320087
123.75,0,-36.13454,3.335088
123.75,0,-36.13929,3.349174
123.75,0,-36.14403,3.362476
123.75,0,-36.14877,3.379463
123.75,0,-36.15351,3.395637
123.75,0,-36.15825,3.413196
123.75,0,-36.16299,3.429298
123.75,0,-36.16774,3.447346
123.75,0,-36.17248,3.465351
123.75,0,-36.17722,3.483428
123.75,0,-36.18196,3.501497
123.75,0,-36.1867,3.518472
123.75,0,-36.19144,3.536007
123.75,0,-36.19619,3.552395
123.75,0,-36.20093,3.569574
123.75,0,-36.20567,3.587392
123.75,0,-36.21041,3.606673
123.75,0,-36.21515,3.624339
123.75,0,-36.21989,3.638664
123.75,0,-36.22464,3.654522
123.75,0,-36.22938,3.66845
123.75,0,-36.23412,3.682812
123.75,0,-36.23886,3.698798
123.75,0,-36.2436,3.711398
123.75,0,-36.24834,3.727866
123.75,0,-36.25309,3.740808
123.75,0,-36.25783,3.755618
123.75,0,-36.26257,3.769909
123.75,0,-36.26731,3.785012
123.75,0,-36.27205,3.800444
123.75,0,-36.27679,3.815641
123.75,0,-36.28154,3.829667
123.75,0,-36.28628,3.845847
123.75,0,-36.29102,3.859944
123.75,0,-36.29576,3.874681
123.75,0,-36.3005,3.889971
123.75,0,-36.30524,3.904255
123.75,0,-36.30999,3.919517
123.75,0,-36.31473,3.936217
123.75,0,-36.31947,3.950609
123.75,0,-36.32421,3.964882
123.75,0,-36.32895,3.980599
123.75,0,-36.33369,3.993953
123.75,0,-36.33844,4.008717
123.75,0,-36.34318,4.022793
123.75,0,-36.34792,4.036876
123.75,0,-36.35266,4.051212
123.75,0,-36.3574,4.065372
123.75,0,-36.36214,4.080997
123.75,0,-36.36689,4.095951
123.75,0,-36.37163,4.109966
123.75,0,-36.37637,4.124804
123.75,0,-36.38111,4.138623
123.75,0,-36.38585,4.154282
123.75,0,-36.39059,4.167938
123.75,0,-36.39534,4.18222
123.75,0,-36.40008,4.197676
123.75,0,-36.40482,4.212646
123.75,0,-36.40956,4.226294
123.75,0,-36.4143,4.241018
123.75,0,-36.41904,4.25603
123.75,0,-36.42379,4.27109
123.75,0,-36.42853,4.285628
123.75,0,-36.43327,4.299219
123.75,0,-36.43801,4.315658
123.75,0,-36.44275,4.329841
123.75,0,-36.44749,4.345823
123.75,0,-36.45224,4.361163
123.75,0,-36.45698,4.376991
123.75,0,-36.46172,4.39156
123.75,0,-36.46646,4.406387
123.75,0,-36.4712,4.420437
123.75,0,-36.47594,4.436224
123.75,0,-36.48069,4.450266
123.75,0,-36.48543,4.465776
123.75,0,-36.49017,4.481305
123.75,0,-36.49491,4.494798
123.75,0,-36.49965,4.50922
123.75,0,-36.50439,4.525487
123.75,0,-36.50914,4.538758
123.75,0,-36.51388,4.553472
123.75,0,-36.51862,4.567729
123.75,0,-36.52336,4.583335
123.75,0,-36.5281,4.598188
123.75,0,-36.53284,4.611879
123.75,0,-36.53759,4.627108
123.75,0,-36.54233,4.641588
123.75,0,-36.54707,4.658238
123.75,0,-36.55181,4.672723
123.75,0,-36.55655,4.686055
123.75,0,-36.56129,4.701579
123.75,0,-36.56604,4.717434
123.75,0,-36.57078,4.732207
123.75,0,-36.57552,4.745696
123.75,0,-36.58026,4.760956
123.75,0,-36.585,4.775641
123.75,0,-36.58974,4.789932
123.75,0,-36.59449,4.806138
123.75,0,-36.59923,4.820976
123.75,0,-36.60397,4.836275
123.75,0,-36.60871,4.851862
123.75,0,-36.61345,4.868468
123.75,0,-36.61819,4.883818
123.75,0,-36.62294,4.89864
123.75,0,-36.62768,4.915421
123.75,0,-36.63242,4.931581
123.75,0,-36.63716,4.944869
123.75,0,-36.6419,4.959629
123.75,0,-36.64664,4.975582
123.75,0,-36.65139,4.989557
123.75,0,-36.65613,5.004526
123.75,0,-36.66087,5.019874
123.75,0,-36.66561,5.035741
123.75,0,-36.67035,5.049905
123.75,0,-36.67509,5.064682
123.75,0,-36.67984,5.07937
123.75,0,-36.68458,5.095185
123.75,0,-36.68932,5.109046
123.75,0,-36.69406,5.124797
123.75,0,-36.6988,5.139037
123.75,0,-36.70354,5.153678
123.75,0,-36.70829,5.168311
123.75,0,-36.71303,5.181292
123.75,0,-36.71777,5.19613
123.75,0,-36.72251,5.21084
123.75,0,-36.72725,5.2253
123.75,0,-36.73199,5.239892
123.75,0,-36.73674,5.288569
123.75,0,-36.74148,5.301781
123.75,0,-36.74622,5.316355
123.75,0,-36.75096,5.329983
123.75,0,-36.7557,5.34315
123.75,0,-36.76044,5.358227
123.75,0,-36.76519,5.371737
123.75,0,-36.76993,5.386797
123.75,0,-36.77467,5.400609
123.75,0,-36.77941,5.415032
123.75,0,-36.78415,5.428936
123.75,0,-36.78889,5.443204
123.75,0,-36.79364,5.457399
123.75,0,-36.79838,5.474034
123.75,0,-36.80312,5.488028
123.75,0,-36.80786,5.501084
123.75,0,-36.8126,5.515191
123.75,0,-36.81734,5.527873
123.75,0,-36.82209,5.543309
123.75,0,-36.82683,5.555853
123.75,0,-36.83157,5.570365
123.75,0,-36.83631,5.585521
123.75,0,-36.84105,5.599362
123.75,0,-36.84579,5.613504
123.75,0,-36.85054,5.629381
123.75,0,-36.85528,5.643431
123.75,0,-36.86002,5.658463
123.75,0,-36.86476,5.67207
123.75,0,-36.8695,5.685579
123.75,0,-36.87424,5.700136
123.75,0,-36.87899,5.714306
123.75,0,-36.88373,5.728441
123.75,0,-36.88847,5.743047
123.75,0,-36.89321,5.763242
123.75,0,-36.89795,5.77701
123.75,0,-36.90269,5.792112
123.75,0,-36.90744,5.80651
123.75,0,-36.91218,5.821078
pitch,roll,yaw,time
left_to_right
123.75,0,-10.91733,0.003358418
123.75,0,-10.92207,0.006716837
123.75,0,-10.92681,0.02671684
123.75,0,-10.93155,0.04087624
123.75,0,-10.9363,0.05463386
123.75,0,-10.94104,0.06958892
123.75,0,-10.94578,0.08303642
123.75,0,-10.95053,0.09911977
123.75,0,-10.95527,0.113664
123.75,0,-10.96001,0.1279956
123.75,0,-10.96475,0.1432071
123.75,0,-10.9695,0.1571598
123.75,0,-10.97424,0.1721603
123.75,0,-10.97898,0.1864687
123.75,0,-10.98372,0.2024224
123.75,0,-10.98847,0.216444
pitch,roll,yaw,time
left_to_right
123.75,0,-12.32589,0.003636542
123.75,0,-12.33063,0.007273084
123.75,0,-12.33537,0.02727308
123.75,0,-12.34011,0.04334577
123.75,0,-12.34486,0.05945282
123.75,0,-12.3496,0.07768097
123.75,0,-12.35434,0.0941898
123.75,0,-12.35908,0.1100511
123.75,0,-12.36383,0.1308934
123.75,0,-12.36857,0.1450054
123.75,0,-12.37331,0.1612989
123.75,0,-12.37805,0.1774415
123.75,0,-12.3828,0.1933977
123.75,0,-12.38754,0.2090982
123.75,0,-12.39228,0.2226385
123.75,0,-12.39703,0.2412049
123.75,0,-12.40177,0.255917
123.75,0,-12.40651,0.2727154
123.75,0,-12.41125,0.2874681
123.75,0,-12.416,0.3028597
123.75,0,-12.42074,0.3178009
123.75,0,-12.42548,0.3340822
123.75,0,-12.43022,0.3490717
123.75,0,-12.43497,0.3655414
123.75,0,-12.43971,0.3809033
123.75,0,-12.44445,0.3963803
123.75,0,-12.44919,0.4145823
123.75,0,-12.45394,0.4303291
123.75,0,-12.45868,0.4461817
123.75,0,-12.46342,0.4608362
123.75,0,-12.46816,0.4754811
123.75,0,-12.47291,0.4930511
123.75,0,-12.47765,0.5098013
123.75,0,-12.48239,0.5262149
123.75,0,-12.48713,0.540603
123.75,0,-12.49188,0.5551232
123.75,0,-12.49662,0.5710722
123.75,0,-12.50136,0.5865495
123.75,0,-12.50611,0.6064088
123.75,0,-12.51085,0.6266786
123.75,0,-12.51559,0.6423373
123.75,0,-12.52033,0.6584392
123.75,0,-12.52508,0.6727104
123.75,0,-12.52982,0.6868426
123.75,0,-12.53456,0.7037986
